0-100, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 80986, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 300404, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 153127, Educated, *, Married, Priv-house-serv, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 183213, Educated, *, Married, Prof-specialty, Single, Occident, Male, 25124, 0, 50-100, *, >50k
0-100, *, 161027, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 139978, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 232871, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 2228, 0, 0-50, *, <=50k
0-100, *, 173047, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 190078, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 96262, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 130391, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 242769, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 3471, 0, 50-100, *, <=50k
0-100, *, 301210, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 1735, 0-50, *, <=50k
0-100, *, 198526, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 143833, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 29675, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 199362, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 46514, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 191540, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 102510, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 6418, 0, 50-100, *, >50k
0-100, *, 123160, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 92886, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 74040, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 192740, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 148003, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 20051, 0, 0-50, *, >50k
0-100, *, 220019, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 45784, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 241121, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 336007, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 2246, 50-100, *, >50k
0-100, *, 29306, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 147551, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 2174, 50-100, *, >50k
0-100, *, 181902, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 26248, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 109833, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 333676, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 92298, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 284680, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 29778, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 161251, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 116640, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 3471, 0, 0-50, *, <=50k
0-100, *, 33404, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 192732, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 258761, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 284080, Educated, *, Married, Other-service, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 183616, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 39110, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 496538, Educated, *, Married, Adm-clerical, Single, Occident, Female, 6360, 0, 50-100, *, <=50k
0-100, *, 298070, Educated, *, Married, Other-service, Single, Occident, Female, 6723, 0, 0-50, *, <=50k
0-100, *, 205343, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 157593, Educated, *, Married, Sales, In-Family, Occident, Male, 1455, 0, 0-50, *, <=50k
0-100, *, 156310, Educated, *, Married, Other-service, In-Family, Occident, Male, 2414, 0, 0-50, *, <=50k
0-100, *, 172407, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 99999, 0, 50-100, *, >50k
0-100, *, 259762, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 2290, 0, 0-50, *, <=50k
0-100, *, 165622, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 217864, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 473748, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 426562, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 56559, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 107814, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 2329, 0, 50-100, *, <=50k
0-100, *, 38360, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 53684, Educated, *, Married, Protective-serv, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 285408, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 2246, 0-50, *, >50k
0-100, *, 94242, Educated, *, Married, Tech-support, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 144515, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 1258, 50-100, *, <=50k
0-100, *, 284120, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 177769, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 473748, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 52138, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 2392, 0-50, *, >50k
0-100, *, 89299, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 225780, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 497280, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 157913, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 203289, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 139889, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 74141, Educated, *, Married, Exec-managerial, In-Family, Orient, Female, 0, 0, 50-100, *, >50k
0-100, *, 106890, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 158092, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 121004, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 195184, Educated, *, Married, Priv-house-serv, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 193530, Educated, *, NonMarried, Priv-house-serv, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 212806, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 130436, Educated, *, Married, Craft-repair, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 183678, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 55965, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 152307, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2377, 50-100, *, >50k
0-100, *, 149386, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 118119, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 20051, 0, 50-100, *, >50k
0-100, *, 365996, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 137499, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 217971, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 180117, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 200418, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 238479, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 179574, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 303860, Educated, *, Married, Exec-managerial, Single, Occident, Male, 2050, 0, 0-50, *, <=50k
0-100, *, 78786, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 133821, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, >50k
0-100, *, 235079, Educated, *, Married, Craft-repair, Single, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 77253, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 93202, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 216608, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 97870, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 99894, Educated, *, Married, Priv-house-serv, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 124959, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 78277, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 157909, Educated, *, NonMarried, Other-service, Single, Occident, Female, 2964, 0, 50-100, *, <=50k
0-100, *, 130731, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 138145, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 269708, Educated, *, Married, Tech-support, In-Family, Occident, Female, 2329, 0, 0-50, *, <=50k
0-100, *, 66624, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2392, 50-100, *, >50k
0-100, *, 182395, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 11678, 0, 50-100, *, >50k
0-100, *, 162297, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 196610, Educated, *, Married, Exec-managerial, Single, Occident, Male, 6097, 0, 50-100, *, >50k
0-100, *, 143437, Educated, *, Married, Sales, In-Family, Occident, Male, 10605, 0, 50-100, *, >50k
0-100, *, 172046, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 494223, Educated, *, Married, Sales, Single, Orient, Male, 0, 1816, 0-50, *, <=50k
0-100, *, 322789, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 100063, Educated, *, Married, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 210673, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 337064, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 163385, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 118876, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 110380, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 2467, 50-100, *, <=50k
0-100, *, 149040, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 229110, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 187493, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 38822, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 99999, 0, 50-100, *, >50k
0-100, *, 180733, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 26109, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 163293, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 105200, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 6767, 0, 0-50, *, <=50k
0-100, *, 228806, Educated, *, Married, Priv-house-serv, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 422149, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 20051, 0, 50-100, *, >50k
0-100, *, 220589, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 282642, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 2174, 50-100, *, >50k
0-100, *, 262345, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 184176, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 163003, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 268832, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 150886, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 90245, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 236055, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 405362, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 105376, Educated, *, NonMarried, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 158437, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 176493, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 347910, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 243436, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 145419, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 187292, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 6418, 0, 50-100, *, >50k
0-100, *, 379819, Educated, *, Married, Sales, In-Family, Occident, Male, 10566, 0, 50-100, *, <=50k
0-100, *, 177199, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 187891, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 155141, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 2377, 0-50, *, >50k
0-100, *, 77219, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 247383, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 174032, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 315868, Educated, *, Married, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 88638, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 7896, 0, 50-100, *, >50k
0-100, *, 642830, Educated, *, Married, Protective-serv, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 221603, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 216390, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Female, 2653, 0, 50-100, *, <=50k
0-100, *, 102610, Educated, *, Married, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 207938, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2377, 50-100, *, >50k
0-100, *, 176285, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 235781, Educated, *, Married, Farming-fishing, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 143833, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2246, 50-100, *, >50k
0-100, *, 232871, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 36311, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 20051, 0, 0-50, *, >50k
0-100, *, 121993, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 172370, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 35494, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 124449, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2246, 0-50, *, >50k
0-100, *, 141742, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 9386, 0, 50-100, *, >50k
0-100, *, 278139, Educated, *, Married, Sales, In-Family, Occident, Male, 3432, 0, 50-100, *, <=50k
0-100, *, 37203, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 9386, 0, 0-50, *, >50k
0-100, *, 280307, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 131699, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 225780, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
0-100, *, 303588, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 206232, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 195739, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 89787, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 280639, Educated, *, Married, Other-service, In-Family, Occident, Female, 2329, 0, 0-50, *, <=50k
0-100, *, 170428, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
