90, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
73, *, 130391, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 242769, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 3471, 0, 50-100, *, <=50k
73, *, 301210, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 1735, 0-50, *, <=50k
73, *, 198526, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 143833, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
73, *, 29675, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 199362, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
73, *, 46514, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 191540, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
73, *, 102510, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 6418, 0, 50-100, *, >50k
73, *, 123160, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 92886, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
73, *, 74040, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 50-100, *, <=50k
73, *, 192740, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
73, *, 148003, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 20051, 0, 0-50, *, >50k
73, *, 220019, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 45784, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 241121, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
73, *, 336007, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 2246, 50-100, *, >50k
73, *, 29306, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
73, *, 147551, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 2174, 50-100, *, >50k
73, *, 181902, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
73, *, 26248, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
73, *, 109833, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
73, *, 333676, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
73, *, 92298, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
73, *, 284680, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 29778, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
73, *, 161251, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 116640, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 3471, 0, 0-50, *, <=50k
72, *, 33404, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
72, *, 192732, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 258761, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
72, *, 284080, Educated, *, Married, Other-service, Single, Orient, Male, 0, 0, 50-100, *, <=50k
72, *, 183616, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
72, *, 39110, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
72, *, 496538, Educated, *, Married, Adm-clerical, Single, Occident, Female, 6360, 0, 50-100, *, <=50k
72, *, 298070, Educated, *, Married, Other-service, Single, Occident, Female, 6723, 0, 0-50, *, <=50k
72, *, 205343, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
72, *, 157593, Educated, *, Married, Sales, In-Family, Occident, Male, 1455, 0, 0-50, *, <=50k
72, *, 156310, Educated, *, Married, Other-service, In-Family, Occident, Male, 2414, 0, 0-50, *, <=50k
72, *, 172407, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 99999, 0, 50-100, *, >50k
72, *, 259762, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 2290, 0, 0-50, *, <=50k
72, *, 165622, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
72, *, 217864, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
72, *, 473748, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 426562, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
72, *, 56559, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 107814, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 2329, 0, 50-100, *, <=50k
72, *, 38360, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
72, *, 53684, Educated, *, Married, Protective-serv, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
72, *, 285408, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 2246, 0-50, *, >50k
72, *, 94242, Educated, *, Married, Tech-support, Single, Occident, Female, 0, 0, 0-50, *, <=50k
72, *, 144515, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 1258, 50-100, *, <=50k
72, *, 284120, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
72, *, 177769, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 473748, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
72, *, 52138, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 2392, 0-50, *, >50k
72, *, 89299, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
72, *, 225780, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 497280, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
72, *, 157913, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 203289, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 139889, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
72, *, 74141, Educated, *, Married, Exec-managerial, In-Family, Orient, Female, 0, 0, 50-100, *, >50k
72, *, 106890, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
72, *, 158092, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
72, *, 121004, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
72, *, 195184, Educated, *, Married, Priv-house-serv, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 193530, Educated, *, NonMarried, Priv-house-serv, Single, Occident, Female, 0, 0, 50-100, *, <=50k
71, *, 212806, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 130436, Educated, *, Married, Craft-repair, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 183678, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 55965, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 152307, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2377, 50-100, *, >50k
71, *, 149386, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 118119, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 20051, 0, 50-100, *, >50k
71, *, 365996, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 137499, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 217971, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 180117, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
71, *, 200418, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
71, *, 238479, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 179574, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
71, *, 303860, Educated, *, Married, Exec-managerial, Single, Occident, Male, 2050, 0, 0-50, *, <=50k
71, *, 78786, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 133821, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, >50k

71, *, 77253, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 93202, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 216608, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
71, *, 97870, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 99894, Educated, *, Married, Priv-house-serv, Single, Orient, Female, 0, 0, 50-100, *, <=50k
71, *, 124959, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
71, *, 78277, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 157909, Educated, *, NonMarried, Other-service, Single, Occident, Female, 2964, 0, 50-100, *, <=50k
71, *, 130731, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 138145, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
71, *, 269708, Educated, *, Married, Tech-support, In-Family, Occident, Female, 2329, 0, 0-50, *, <=50k
71, *, 66624, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2392, 50-100, *, >50k
71, *, 182395, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 11678, 0, 50-100, *, >50k
71, *, 162297, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 196610, Educated, *, Married, Exec-managerial, Single, Occident, Male, 6097, 0, 50-100, *, >50k
71, *, 143437, Educated, *, Married, Sales, In-Family, Occident, Male, 10605, 0, 50-100, *, >50k
71, *, 172046, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k

71, *, 322789, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 100063, Educated, *, Married, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
71, *, 210673, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 337064, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
71, *, 163385, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 0-50, *, >50k
71, *, 118876, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 110380, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 2467, 50-100, *, <=50k
71, *, 149040, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
71, *, 229110, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 187493, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
71, *, 38822, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 99999, 0, 50-100, *, >50k
71, *, 180733, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
71, *, 26109, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 163293, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
71, *, 105200, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 6767, 0, 0-50, *, <=50k
71, *, 228806, Educated, *, Married, Priv-house-serv, Single, Orient, Female, 0, 0, 0-50, *, <=50k
71, *, 422149, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 20051, 0, 50-100, *, >50k
70, *, 220589, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 282642, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 2174, 50-100, *, >50k
70, *, 262345, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 184176, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 163003, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
70, *, 268832, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
70, *, 150886, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 90245, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 236055, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 405362, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 0-50, *, <=50k
70, *, 105376, Educated, *, NonMarried, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
70, *, 158437, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
70, *, 176493, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 347910, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 243436, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
70, *, 145419, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 187292, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 6418, 0, 50-100, *, >50k
70, *, 379819, Educated, *, Married, Sales, In-Family, Occident, Male, 10566, 0, 50-100, *, <=50k
70, *, 177199, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 187891, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
70, *, 155141, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 2377, 0-50, *, >50k
70, *, 77219, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 247383, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
70, *, 174032, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
70, *, 315868, Educated, *, Married, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
70, *, 88638, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 7896, 0, 50-100, *, >50k
70, *, 642830, Educated, *, Married, Protective-serv, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 221603, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 216390, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Female, 2653, 0, 50-100, *, <=50k
70, *, 102610, Educated, *, Married, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
70, *, 207938, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2377, 50-100, *, >50k
70, *, 176285, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 235781, Educated, *, Married, Farming-fishing, Single, Orient, Male, 0, 0, 50-100, *, <=50k
70, *, 143833, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2246, 50-100, *, >50k
70, *, 232871, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 36311, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 20051, 0, 0-50, *, >50k
70, *, 121993, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 172370, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 35494, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 124449, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 2246, 0-50, *, >50k
70, *, 141742, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 9386, 0, 50-100, *, >50k
70, *, 278139, Educated, *, Married, Sales, In-Family, Occident, Male, 3432, 0, 50-100, *, <=50k
70, *, 37203, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 9386, 0, 0-50, *, >50k
70, *, 280307, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 131699, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
70, *, 225780, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
70, *, 303588, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 206232, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
70, *, 195739, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
70, *, 89787, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 280639, Educated, *, Married, Other-service, In-Family, Occident, Female, 2329, 0, 0-50, *, <=50k
70, *, 170428, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 30713, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 205860, Educated, *, Married, Exec-managerial, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
70, *, 131060, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 207938, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 94692, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
70, *, 188260, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 304570, Educated, *, Married, Machine-op-inspct, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
70, *, 139889, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 2653, 0, 50-100, *, <=50k
70, *, 334666, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
70, *, 272896, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
70, *, 102610, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
70, *, 345339, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
69, *, 41419, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
69, *, 108196, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
69, *, 114801, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
69, *, 69306, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
